,id,description,photo,article,name,price,sku
272,4604008,"НОВИНКА!!!

Вне времени и вне конкуренции! Классический жакет из роскошной итальянской белой шерсти от Шанель.
Отделка черным вязаным кружевом по воротнику, манжетам и краям изделия. Карманы с декоративным клапаном, застежка на молнию. Жакет невероятно теплый, на подкладе.

Состав:
80% - шерсть
13% - полиамид
7% - шелк
Подклад:
50% - вискоза
50% - ПЭ",https://sun9-38.userapi.com/c857436/v857436980/1831ed/0x0cXNcXguc.jpg,,"Жакет в стиле Шанель, итальянская оригинальная белая шерсть Арт. 4154",13400.0,
273,4558863,"Яркая туника свободного фасона - ценный предмет базового гардероба. Эту модель можно надевать под строгие пиджаки, вязаные жакеты или смелые косухи.

Состав: 100% ПЭ",https://sun9-3.userapi.com/c857216/v857216981/bb02b/RzEeAqvVCXc.jpg,,"Туника прямая с коротким рукавом олива, ПЭ Италия Арт. 4103",2460.0,
274,4558862,"Очень теплое, стильное, нестандартное укороченное пальто с оригинальными деталями в виде накладных карманов и декоративной отделки из буклированной шерсти.

Состав:
- основная ткань - 100% шерсть
- отделка - 90% шерсть, 10% ПЭ
- карманы - экокожа 100% ПЭ
- подклад - 100% вискоза",https://sun9-5.userapi.com/c857232/v857232981/baa8d/gh9m8KCSKFE.jpg,,Полупальто шерстяное с кожей и роскошным букле (Италия) Арт. 4097,15600.0,
275,4558860,"Эта вещь приковывает внимание окружающих и поднимает настроение его обладательнице!  Особенность модели — это асимметричная отделка ворота, манжет и низа изделия тканью-компаньоном.

Состав:
95% вискоза
5% полиэстер",https://sun9-41.userapi.com/TT56gCVHgisw1qf8vSRHX3TZSgWIKFS9bzOEtw/zT6u5RUawo8.jpg,,"Джемпер прямой темно-синий в белый горох, с отдел. поясом, манжетами и стойкой в полоску. Арт.4098",2960.0,
276,4558853,"Платье из серии ""чистая линия""  универсального кроя со спущенным плечом. Сзади шлица. В боковых швах - карманы.

Состав:
73% вискоза
22% нейлон
5% спандекс",https://sun9-67.userapi.com/c858232/v858232981/15ab20/zTVcqZbWeFM.jpg,,"Платье трикотажное ""чистая линия"" вискоза электрик Арт. 4115",4500.0,
277,4558849,"Нарядная блузка из синего атласа со стрейтчем. Классика. Выполнена с невероятно красивой и оригинальной отделкой на груди. Маленький отложной воротничок, застежка сзади, маленький рукавчик-фонарик. Прелестная вещь. Модель идеальна для торжественных случаев и выходов в свет. Отлично смотрится с жакетами, но может быть и самостоятельным предметом гардероба, великолепно сочетаясь с юбками или брюками.",https://sun9-49.userapi.com/c858124/v858124981/158f09/xHCLQ0nVevY.jpg,,"Блуза с декоративным жабо, синяя Арт. 4075",4400.0,
278,4558846,"Модель которая послужит ярким акцентом и дополнением однотонных образов. Универсальный фасон, характерный для базового гардероба. Очень приятная к телу и практичная ткань из вискозы дарит комфорт и удобство.
Состав: 100% вискоза",https://sun9-12.userapi.com/0kIPJCr7pEhKBC00gLLgjjIDJ5J5sO3aTwBtrg/OOwo3zVMBDk.jpg,,Лонгслив в клетку коричнево-бежевая Арт. 4106,2280.0,
279,4558843,Кардиган вязаный терракотовый с завязками по боковым швам Арт. 4118,https://sun9-62.userapi.com/8HdAMU3k5tQf-jpvKejDZx889_0tU9Spri0Rvg/UAeLpEYlzWA.jpg,,Кардиган вязаный терракотовый с завязками по боковым швам Арт. 4118,4400.0,
280,4558841,Джинсовая стильная очень узкая юбка длиной ниже колена с декоративными разрезами в среднем шве спереди и на спинке. Идет в комплекте с джинсовой короткой курткой-косухой. Сделана из джинсовой ткани со стрейчем. Карманы спереди и сзади.,https://sun9-22.userapi.com/c857524/v857524981/1513ea/fxpUAZR2nYw.jpg,,"Юбка прямая джинсовая, синяя Арт. 1498",3600.0,
281,4558836,"Жакет- куртка из плотной джинсовой ткани со стрейчем укороченный, 
застежка как на косухе, на молнию, с отложным воротником. По всем швам 
выполнена декоративная контрастная отстрочка. Карман в рамку на молнии.",https://sun9-54.userapi.com/c857728/v857728981/14cb2c/Bqi5beurIcw.jpg,,"Жакет джинсовый на молнии, синий Арт. 1496",8000.0,
282,4558831,"Жакет вязаный п/ш на кнопках с отделкой тканевой драпировкой Арт. 4119
Вязаные вещи",https://sun9-4.userapi.com/c855632/v855632981/1cf770/DhJ1NkgIGIM.jpg,,Жакет вязаный п/ш на кнопках с отделкой тканевой драпировкой Арт. 4119 Вязаные вещи,5200.0,
283,4558815,"Бомбер из эко-меха с кожаной отделкой, синий меланж, на холлофайбере Арт. 4102",https://sun9-35.userapi.com/c854220/v854220981/1d4121/2ke9kEuQizo.jpg,,"Бомбер из эко-меха с кожаной отделкой, синий меланж, на холлофайбере Арт. 4102",7280.0,
284,4558796,"Платье прямое с цельнокроеным рукавом на подкладе, итальянский  жаккард коричневое букле Арт. 4117",https://sun9-48.userapi.com/c857336/v857336861/ba894/sT1x_HMc7As.jpg,,"Платье прямое с цельнокроеным рукавом на подкладе, итальянский  жаккард коричневое букле Арт. 4117",8900.0,
285,4558782,"Сарафан прямой на лямках, накладными карманами  Арт. 4112",https://sun9-31.userapi.com/U7v873lo86Xj6stmAt7ZuJAnVNywEFiVNs-2EQ/Dqcotaivtus.jpg,,"Сарафан прямой на лямках, накладными карманами  Арт. 4112",4120.0,
286,4558781,"Манто из валяной шерсти с открытыми срезами, желтое Арт. 4108",https://sun9-11.userapi.com/c855036/v855036861/1d78c7/xa4r89WxZgI.jpg,,"Манто из валяной шерсти с открытыми срезами, желтое Арт. 4108",15000.0,
287,4558778,"Манто из валяной шерсти с открытыми срезами, желто-зеленое Арт. 4116",https://sun9-26.userapi.com/c853620/v853620861/1d5844/ts02I5cVWRw.jpg,,"Манто из валяной шерсти с открытыми срезами, желто-зеленое Арт. 4116",15000.0,
288,4558775,"Шикарная модель из итальянской рогожки благородного темно-коричневого цвета! Характеризуется идеальным прямым силуэтом и оригинальными декоративными элементами в виде карманов с клапанами и фигурной стойки хомутом. Имеется вискозный подклад и застежка на молнию сзади.

Состав: 
100% х/б
Подклад: 
55% вискоза
45% ПЭ ",https://sun9-49.userapi.com/c857436/v857436861/15a601/QtVqJlmyg1E.jpg,,"Платье прямое итальянская х/б рогожка на подкладе, с накладными карманами и хомутом Арт. 4101",10500.0,
289,4558772,"Манто из эко-меха, серо-бежевое Арт. 4114",https://sun9-8.userapi.com/c858032/v858032861/15c83f/PmrbYzflEHM.jpg,,"Манто из эко-меха, серо-бежевое Арт. 4114",9100.0,
290,4547952,"Туника с закрученным низом, ангора светло-серый меланж Арт. 3987",https://sun9-23.userapi.com/c858320/v858320664/154a7c/0dlB6W_DvXk.jpg,,"Туника с закрученным низом, ангора светло-серый меланж Арт. 3987",3230.0,
291,4547948,"Туника с цельнокроеными рукавами, искусственная замша пыльная- роза Арт. 3990",https://sun9-72.userapi.com/c855332/v855332664/1d009c/YFhZ95pV2T8.jpg,,"Туника с цельнокроеными рукавами, искусственная замша пыльная- роза Арт. 3990",3500.0,
292,4547945,"Туника с цельнокроеными рукавами, искусственная замша лиловая Арт. 3991",https://sun9-10.userapi.com/c857428/v857428664/14eb4d/IQw1EAbFvKo.jpg,,"Туника с цельнокроеными рукавами, искусственная замша лиловая Арт. 3991",3500.0,
293,4547941,Туника с цельнокроеными рукавами искусственная замша электрик Арт. 3989,https://sun9-67.userapi.com/c858320/v858320664/154a3a/vQmUp8bxpgY.jpg,,Туника с цельнокроеными рукавами искусственная замша электрик Арт. 3989,3500.0,
294,4547938,"Туника с цельнокроеными рукавами, искусственная замша темно-синяя Арт. 3983",https://sun9-29.userapi.com/c857420/v857420664/14afe9/EpAL-ESQH4w.jpg,,"Туника с цельнокроеными рукавами, искусственная замша темно-синяя Арт. 3983",3500.0,
295,4547929,"Юбка прямая зауженная к низу на запах с подрезом, искусственная замша, лиловая Арт. 3994",https://sun9-12.userapi.com/c858520/v858520664/b2262/eXfurD-oMig.jpg,,"Юбка прямая зауженная к низу на запах с подрезом, искусственная замша, лиловая Арт. 3994",5000.0,
296,4547922,"Юбка прямая зауженная к низу на запах с подрезом, искусственная замша, электрик Арт. 3993",https://sun9-36.userapi.com/_xfQcU_raI1VuUWgZo6VBFjzKR2IfD557z1-Lw/MK6zbJGKxdo.jpg,,"Юбка прямая зауженная к низу на запах с подрезом, искусственная замша, электрик Арт. 3993",5000.0,
297,4547915,"Юбка прямая зауженная к низу на запах с подрезом, искусственная замша, какао Арт. 3982",https://sun9-52.userapi.com/c857220/v857220664/ac3a1/p8UIHF7jLRk.jpg,,"Юбка прямая зауженная к низу на запах с подрезом, искусственная замша, какао Арт. 3982",5000.0,
298,4547844,Платье трикотажное  серо-розовая клетка + елочка Арт. 3988,https://sun9-49.userapi.com/bHpfodglM9tNNT2XL_EdlPH1oYY38893lImtfQ/a9W7wXiOGgk.jpg,,Платье трикотажное  серо-розовая клетка + елочка Арт. 3988,4250.0,
