,id,description,photo,article,name,price
32,3868249,"Состав: нори, рис, сыр творожный, красный лосось, икра лососевая.
Вес: 210 гр.",https://sun9-44.userapi.com/c858424/v858424633/fc8ad/-0zR_WwXtNA.jpg,,Крым,180.0
33,3868248,"Состав: нори, рис, сыр творожный, свежий огурец, красный лосось, икра масаго.
Вес: 300 гр.",https://sun9-9.userapi.com/c855724/v855724633/17dc3a/FIm8qMtvuIA.jpg,,Самурай,220.0
34,3813374,"Состав: нори, рис, курица копченая, японский майонез, свежий огурец.
Вес: 290 гр.",https://sun9-53.userapi.com/c857324/v857324959/444d4/Zb00FsDG54A.jpg,,Чикен ролл,139.0
35,3813351,"Состав: нори, рис, густой майонез, сурими, свежий огурец, икра масаго, сухари, кляр.
Вес: 380 гр.",https://sun9-75.userapi.com/c858020/v858020730/e6bb6/YgY0sEGmAsQ.jpg,,Калифорния в темпуре,149.0
36,3813333,"Состав: крабовые палочки в кляре (10 штук).
Вес: 150 гр.",https://sun9-30.userapi.com/xD1QZR4BpAV_oJeVS4xW4QotCejeimGjb-QiZw/xhkaP5xAqgo.jpg,,Краб в кляре,80.0
37,3813158,"Состав: нори, рис, мидии, майонез, икра тобико.
Вес: 310 гр.",https://sun9-52.userapi.com/c855228/v855228891/167576/4Ln6INHXCDg.jpg,,Запеченный с мидиями,139.0
38,3813154,"Состав: нори, рис, сыр творожный, красный лосось, томаго, икра масаго.
Вес: 310 гр.",https://sun9-24.userapi.com/c857328/v857328891/43e2d/DXAYdokfp6Y.jpg,,Тритон,139.0
39,3813152,"Состав: нори, рис, свежий огурец, сурими, густой майонез, икра масаго.
Вес: 280 гр.",https://sun9-51.userapi.com/c857536/v857536891/ea980/Lk5iNJNjhkY.jpg,,Калифорния,139.0
40,3813142,"Состав: нори, рис, лосось жареный, сыр творожный, свежий огурец, стружка тунца.
Вес: 270 гр.",https://sun9-15.userapi.com/c857232/v857232891/466e5/7CQtBqqVEfg.jpg,,Бонито,139.0
41,2904866,"Состав: Ролл с лососем де люкс, Ролл с мидиями де люкс, Ролл с курицей де люкс.
Вес: 750 гр.",https://sun9-61.userapi.com/xQ1I8Iwx7v5CmSK56zBoaQCTEkvN7vgx0o6gJQ/O6XQFKoqwlE.jpg,,Сет №5,420.0
42,3813149,"Состав: нори, рис, сыр творожный, сурими в кляре, жаренный кунжут.
Вес: 280 гр.",https://sun9-11.userapi.com/c855028/v855028891/161eaa/91MqGJBb_Go.jpg,,Сливочный краб,139.0
43,3647033,"Состав: Калифорния темпура, Норд, Чикен спайс, Томаго темпура.
Вес: 1300 гр.",https://sun9-5.userapi.com/c855328/v855328931/fdf6f/l0XY3L8j3pQ.jpg,,Сет Горячий,899.0
44,2925417,"Состав: нори, рис, куриное филе, икра томаго.
Вес: 250 гр.",https://sun9-68.userapi.com/wLCMC-PS49edvpCEJgmC7PvhKIAjpM7ccp53uw/z5CufOV3ag8.jpg,,Томаго ролл,160.0
45,3959741,Объём: 0.5л,https://sun9-20.userapi.com/c857724/v857724098/1253ab/SAMoopTGW1E.jpg,,Аква минерале (негаз.),50.0
46,3959739,Объём: 0.5 л,https://sun9-50.userapi.com/c855636/v855636088/1a59c5/aGRBQGiQ0mA.jpg,,Аква минерале (газ.),50.0
47,3959731,Объём: 0.5 л,https://sun9-54.userapi.com/c858524/v858524088/84f99/0UZ-EbBPISw.jpg,,Липтон,60.0
48,3959729,Объём: 0.5 л,https://sun9-36.userapi.com/Pb0AcbAVENGM-dnj_QJiUfvpUSRlsyFCnfHjGw/PTOEKSiWKwg.jpg,,Палпи,50.0
49,3959724,Объём: 0.5 л,https://sun9-44.userapi.com/R6Iv8ZEYZMJLBW23PyODIiqRoRIG-Oaa-OnAeA/aebwA_wVK20.jpg,,Кока кола,60.0
50,3959719,Объём: 0.5 л,https://sun9-11.userapi.com/QZgzjI2I6Ko0XQsoDOvRjDsWWIzfsrGmmJzu2w/T1MksdvZJD4.jpg,,Фанта,60.0
51,3959715,Объём: 0.5 л,https://sun9-62.userapi.com/43HLhCRm4p_QBDiVUPEtgmZucUbQoL42u-IBmA/LXpqdA1mmcQ.jpg,,Спрайт,60.0
52,2962704,"Состав: нори, рис, свежий огурец, красный лосось, густой майонез, тигровая креветка, соус Унаги, жаренный кунжут, тунец, окунь.
Вес: 350 гр.",https://sun9-37.userapi.com/c851020/v851020541/a64f4/tpfeIt-chE4.jpg,,4 Моря,270.0
53,2925420,"Состав: нори, рис, сыр творожный, мясо угря, свежий огурец, соус Унаги, жаренный кунжут.
Вес: 300 гр.",https://sun9-34.userapi.com/c848524/v848524306/10998a/6aGvl_XsDkg.jpg,,Канада лайт,250.0
54,2925414,"Состав: мами нори, рис, сыр творожный, свежий огурец, лосось х/к, икра тобико.
Вес: 280 гр.",https://sun9-8.userapi.com/c848520/v848520821/117bdf/9a4P3zsnfFo.jpg,,Кунсей,240.0
55,2925410,"Состав: нори, рис, сыр творожный, свежий огурец, мясо угря, красный лосось, соус Унаги, жаренный кунжут.
Вес: 300 гр.",https://sun9-61.userapi.com/_Lg42D9emNpYuiMZnwa81hyH_35kw-LuXF498w/nu5EnmhWxD8.jpg,,Филадельфия люкс,280.0
56,2925411,"Состав: нори, рис, сыр творожный, красный лосось, зеленый лук, свежий огурец, густой майонез, икра тобико.
Вес: 300 гр.",https://sun9-62.userapi.com/c852120/v852120564/98dd3/Gk5JsWgW25s.jpg,,Цунами,220.0
